"","dateRep","countriesAndTerritories","cases","popData2019","cum_cases","casesPerMillion"
"3930",2020-06-25,"Botswana",0,2303703,89,38.6334523156848
"3931",2020-06-26,"Botswana",0,2303703,89,38.6334523156848
"3932",2020-06-27,"Botswana",36,2303703,125,54.2604667355123
"3933",2020-06-28,"Botswana",0,2303703,125,54.2604667355123
"3934",2020-06-29,"Botswana",0,2303703,125,54.2604667355123
"3935",2020-06-30,"Botswana",50,2303703,175,75.9646534297173
"3936",2020-07-01,"Botswana",52,2303703,227,98.5370075916904
"3937",2020-07-02,"Botswana",0,2303703,227,98.5370075916904
"3938",2020-07-03,"Botswana",0,2303703,227,98.5370075916904
"3939",2020-07-04,"Botswana",48,2303703,275,119.373026818127
"3940",2020-07-05,"Botswana",0,2303703,275,119.373026818127
"3941",2020-07-06,"Botswana",0,2303703,275,119.373026818127
"3942",2020-07-07,"Botswana",0,2303703,275,119.373026818127
"3943",2020-07-08,"Botswana",39,2303703,314,136.302292439607
"3944",2020-07-09,"Botswana",0,2303703,314,136.302292439607
"3945",2020-07-10,"Botswana",0,2303703,314,136.302292439607
"3946",2019-12-31,"Brazil",0,211049519,0,0
"3947",2020-01-01,"Brazil",0,211049519,0,0
"3948",2020-01-02,"Brazil",0,211049519,0,0
"3949",2020-01-03,"Brazil",0,211049519,0,0
"3950",2020-01-04,"Brazil",0,211049519,0,0
"3951",2020-01-05,"Brazil",0,211049519,0,0
"3952",2020-01-06,"Brazil",0,211049519,0,0
"3953",2020-01-07,"Brazil",0,211049519,0,0
"3954",2020-01-08,"Brazil",0,211049519,0,0
"3955",2020-01-09,"Brazil",0,211049519,0,0
"3956",2020-01-10,"Brazil",0,211049519,0,0
"3957",2020-01-11,"Brazil",0,211049519,0,0
"3958",2020-01-12,"Brazil",0,211049519,0,0
"3959",2020-01-13,"Brazil",0,211049519,0,0
"3960",2020-01-14,"Brazil",0,211049519,0,0
"3961",2020-01-15,"Brazil",0,211049519,0,0
"3962",2020-01-16,"Brazil",0,211049519,0,0
"3963",2020-01-17,"Brazil",0,211049519,0,0
"3964",2020-01-18,"Brazil",0,211049519,0,0
"3965",2020-01-19,"Brazil",0,211049519,0,0
"3966",2020-01-20,"Brazil",0,211049519,0,0
"3967",2020-01-21,"Brazil",0,211049519,0,0
"3968",2020-01-22,"Brazil",0,211049519,0,0
"3969",2020-01-23,"Brazil",0,211049519,0,0
"3970",2020-01-24,"Brazil",0,211049519,0,0
"3971",2020-01-25,"Brazil",0,211049519,0,0
"3972",2020-01-26,"Brazil",0,211049519,0,0
"3973",2020-01-27,"Brazil",0,211049519,0,0
"3974",2020-01-28,"Brazil",0,211049519,0,0
"3975",2020-01-29,"Brazil",0,211049519,0,0
"3976",2020-01-30,"Brazil",0,211049519,0,0
"3977",2020-01-31,"Brazil",0,211049519,0,0
"3978",2020-02-01,"Brazil",0,211049519,0,0
"3979",2020-02-02,"Brazil",0,211049519,0,0
"3980",2020-02-03,"Brazil",0,211049519,0,0
"3981",2020-02-04,"Brazil",0,211049519,0,0
"3982",2020-02-05,"Brazil",0,211049519,0,0
"3983",2020-02-06,"Brazil",0,211049519,0,0
"3984",2020-02-07,"Brazil",0,211049519,0,0
"3985",2020-02-08,"Brazil",0,211049519,0,0
"3986",2020-02-09,"Brazil",0,211049519,0,0
"3987",2020-02-10,"Brazil",0,211049519,0,0
"3988",2020-02-11,"Brazil",0,211049519,0,0
"3989",2020-02-12,"Brazil",0,211049519,0,0
"3990",2020-02-13,"Brazil",0,211049519,0,0
"3991",2020-02-14,"Brazil",0,211049519,0,0
"3992",2020-02-15,"Brazil",0,211049519,0,0
"3993",2020-02-16,"Brazil",0,211049519,0,0
"3994",2020-02-17,"Brazil",0,211049519,0,0
"3995",2020-02-18,"Brazil",0,211049519,0,0
"3996",2020-02-19,"Brazil",0,211049519,0,0
"3997",2020-02-20,"Brazil",0,211049519,0,0
"3998",2020-02-21,"Brazil",0,211049519,0,0
"3999",2020-02-22,"Brazil",0,211049519,0,0
"4000",2020-02-23,"Brazil",0,211049519,0,0
"4001",2020-02-24,"Brazil",0,211049519,0,0
"4002",2020-02-25,"Brazil",0,211049519,0,0
"4003",2020-02-26,"Brazil",1,211049519,1,0.00473822449223398
"4004",2020-02-27,"Brazil",0,211049519,1,0.00473822449223398
"4005",2020-02-28,"Brazil",0,211049519,1,0.00473822449223398
"4006",2020-02-29,"Brazil",0,211049519,1,0.00473822449223398
"4007",2020-03-01,"Brazil",1,211049519,2,0.00947644898446795
"4008",2020-03-02,"Brazil",0,211049519,2,0.00947644898446795
"4009",2020-03-03,"Brazil",0,211049519,2,0.00947644898446795
"4010",2020-03-04,"Brazil",0,211049519,2,0.00947644898446795
"4011",2020-03-05,"Brazil",1,211049519,3,0.0142146734767019
"4012",2020-03-06,"Brazil",5,211049519,8,0.0379057959378718
"4013",2020-03-07,"Brazil",5,211049519,13,0.0615969183990417
"4014",2020-03-08,"Brazil",0,211049519,13,0.0615969183990417
"4015",2020-03-09,"Brazil",12,211049519,25,0.118455612305849
"4016",2020-03-10,"Brazil",0,211049519,25,0.118455612305849
"4017",2020-03-11,"Brazil",9,211049519,34,0.161099632735955
"4018",2020-03-12,"Brazil",18,211049519,52,0.246387673596167
"4019",2020-03-13,"Brazil",25,211049519,77,0.364843285902016
"4020",2020-03-14,"Brazil",21,211049519,98,0.46434600023893
"4021",2020-03-15,"Brazil",23,211049519,121,0.573325163560311
"4022",2020-03-16,"Brazil",79,211049519,200,0.947644898446795
"4023",2020-03-17,"Brazil",34,211049519,234,1.10874453118275
"4024",2020-03-18,"Brazil",57,211049519,291,1.37882332724009
"4025",2020-03-19,"Brazil",137,211049519,428,2.02796008267614
"4026",2020-03-20,"Brazil",193,211049519,621,2.9424374096773
"4027",2020-03-21,"Brazil",283,211049519,904,4.28335494097951
"4028",2020-03-22,"Brazil",224,211049519,1128,5.34471722723993
"4029",2020-03-23,"Brazil",418,211049519,1546,7.32529506499373
"4030",2020-03-24,"Brazil",345,211049519,1891,8.95998251481445
"4031",2020-03-25,"Brazil",310,211049519,2201,10.428832107407
"4032",2020-03-26,"Brazil",232,211049519,2433,11.5281001896053
"4033",2020-03-27,"Brazil",482,211049519,2915,13.811924394862
"4034",2020-03-28,"Brazil",502,211049519,3417,16.1905130899635
"4035",2020-03-29,"Brazil",487,211049519,3904,18.4980284176814
"4036",2020-03-30,"Brazil",352,211049519,4256,20.1658834389478
"4037",2020-03-31,"Brazil",323,211049519,4579,21.6963299499394
"4038",2020-04-01,"Brazil",1138,211049519,5717,27.0884294221016
"4039",2020-04-02,"Brazil",1119,211049519,6836,32.3905026289115
"4040",2020-04-03,"Brazil",1074,211049519,7910,37.4793557335708
"4041",2020-04-04,"Brazil",1146,211049519,9056,42.9093610016709
"4042",2020-04-05,"Brazil",1222,211049519,10278,48.6994713311808
"4043",2020-04-06,"Brazil",852,211049519,11130,52.7364385985642
"4044",2020-04-07,"Brazil",926,211049519,12056,57.1240344783728
"4045",2020-04-08,"Brazil",1661,211049519,13717,64.9942253599735
"4046",2020-04-09,"Brazil",2210,211049519,15927,75.4657014878105
"4047",2020-04-10,"Brazil",1930,211049519,17857,84.6104747578221
"4048",2020-04-11,"Brazil",1781,211049519,19638,93.0492525784908
"4049",2020-04-12,"Brazil",1089,211049519,20727,98.2091790505336
"4050",2020-04-13,"Brazil",1442,211049519,22169,105.041698768335
"4051",2020-04-14,"Brazil",1261,211049519,23430,111.016599853042
"4052",2020-04-15,"Brazil",1832,211049519,25262,119.697027122815
"4053",2020-04-16,"Brazil",3058,211049519,28320,134.186517620066
"4054",2020-04-17,"Brazil",2105,211049519,30425,144.160480176219
"4055",2020-04-18,"Brazil",3257,211049519,33682,159.592877347425
"4056",2020-04-19,"Brazil",2917,211049519,36599,173.414278191271
"4057",2020-04-20,"Brazil",2055,211049519,38654,183.151329522812
"4058",2020-04-21,"Brazil",1927,211049519,40581,192.281888119347
"4059",2020-04-22,"Brazil",2498,211049519,43079,204.117972900947
"4060",2020-04-23,"Brazil",2678,211049519,45757,216.80693809115
"4061",2020-04-24,"Brazil",3735,211049519,49492,234.504206569644
"4062",2020-04-25,"Brazil",3503,211049519,52995,251.10220696594
"4063",2020-04-26,"Brazil",5514,211049519,58509,277.228776816118
"4064",2020-04-27,"Brazil",3379,211049519,61888,293.239237375376
"4065",2020-04-28,"Brazil",4613,211049519,66501,315.096666958052
"4066",2020-04-29,"Brazil",5385,211049519,71886,340.612005848732
"4067",2020-04-30,"Brazil",6276,211049519,78162,370.349102761992
"4068",2020-05-01,"Brazil",7218,211049519,85380,404.549607146937
"4069",2020-05-02,"Brazil",6209,211049519,91589,433.969243019218
"4070",2020-05-03,"Brazil",4970,211049519,96559,457.518218745621
"4071",2020-05-04,"Brazil",4588,211049519,101147,479.25719271599
"4072",2020-05-05,"Brazil",6633,211049519,107780,510.685835772978
"4073",2020-05-06,"Brazil",6935,211049519,114715,543.545422626621
"4074",2020-05-07,"Brazil",10503,211049519,125218,593.310994468554
"4075",2020-05-08,"Brazil",9888,211049519,135106,640.162558247764
"4076",2020-05-09,"Brazil",10222,211049519,145328,688.596689007379
"4077",2020-05-10,"Brazil",10611,211049519,155939,738.873989094474
"4078",2020-05-11,"Brazil",6760,211049519,162699,770.904386661976
"4079",2020-05-12,"Brazil",5632,211049519,168331,797.590067002237
"4080",2020-05-13,"Brazil",9258,211049519,177589,841.45654935134
"4081",2020-05-14,"Brazil",11385,211049519,188974,895.401235195424
"4082",2020-05-15,"Brazil",13944,211049519,202918,961.471037515134
"4083",2020-05-16,"Brazil",15305,211049519,218223,1033.98956336877
"4084",2020-05-17,"Brazil",14919,211049519,233142,1104.67913456841
"4085",2020-05-18,"Brazil",7938,211049519,241080,1142.29116058777
"4086",2020-05-19,"Brazil",13140,211049519,254220,1204.55143041572
"4087",2020-05-20,"Brazil",17408,211049519,271628,1287.03444237653
"4088",2020-05-21,"Brazil",19951,211049519,291579,1381.56675922109
"4089",2020-05-22,"Brazil",18508,211049519,310087,1469.26181812336
"4090",2020-05-23,"Brazil",20803,211049519,330890,1567.8311022353
"4091",2020-05-24,"Brazil",16508,211049519,347398,1646.0497121531
"4092",2020-05-25,"Brazil",15813,211049519,363211,1720.97525604879
"4093",2020-05-26,"Brazil",11687,211049519,374898,1776.35088568953
"4094",2020-05-27,"Brazil",16324,211049519,391222,1853.69766230076
"4095",2020-05-28,"Brazil",20599,211049519,411821,1951.30034861629
"4096",2020-05-29,"Brazil",26417,211049519,438238,2076.47002502763
"4097",2020-05-30,"Brazil",26928,211049519,465166,2204.06093415451
"4098",2020-05-31,"Brazil",33274,211049519,498440,2361.7206159091
"4099",2020-06-01,"Brazil",16409,211049519,514849,2439.47014160217
"4100",2020-06-02,"Brazil",11598,211049519,526447,2494.4240692631
"4101",2020-06-03,"Brazil",28936,211049519,555383,2631.52933317038
"4102",2020-06-04,"Brazil",28633,211049519,584016,2767.19891505652
"4103",2020-06-05,"Brazil",30916,211049519,614932,2913.68586345842
"4104",2020-06-06,"Brazil",30830,211049519,645762,3059.765324554
"4105",2020-06-07,"Brazil",27075,211049519,672837,3188.05275268123
"4106",2020-06-08,"Brazil",18921,211049519,691758,3277.70469829879
"4107",2020-06-09,"Brazil",15654,211049519,707412,3351.87686450022
"4108",2020-06-10,"Brazil",32091,211049519,739503,3503.9312266805
"4109",2020-06-11,"Brazil",32913,211049519,772416,3659.8804093934
"4110",2020-06-12,"Brazil",30412,211049519,802828,3803.97929265122
"4111",2020-06-13,"Brazil",25982,211049519,828810,3927.08784140844
"4112",2020-06-14,"Brazil",21704,211049519,850514,4029.92626578789
"4113",2020-06-15,"Brazil",17110,211049519,867624,4110.99728685001
"4114",2020-06-16,"Brazil",20647,211049519,888271,4208.82740794117
"4115",2020-06-17,"Brazil",34918,211049519,923189,4374.27673076099
"4116",2020-06-18,"Brazil",32188,211049519,955377,4526.79070071702
"4117",2020-06-19,"Brazil",22765,211049519,978142,4634.65638128273
"4118",2020-06-20,"Brazil",54771,211049519,1032913,4894.17367494687
"4119",2020-06-21,"Brazil",34666,211049519,1067579,5058.42896519466
"4120",2020-06-22,"Brazil",17459,211049519,1085038,5141.15362660457
"4121",2020-06-23,"Brazil",21432,211049519,1106470,5242.70325392213
"4122",2020-06-24,"Brazil",39436,211049519,1145906,5429.55987499787
"4123",2020-06-25,"Brazil",42725,211049519,1188631,5632.00051642856
"4124",2020-06-26,"Brazil",39483,211049519,1228114,5819.07983405544
"4125",2020-06-27,"Brazil",46860,211049519,1274974,6041.11303376152
"4126",2020-06-28,"Brazil",38693,211049519,1313667,6224.44915403953
"4127",2020-06-29,"Brazil",30476,211049519,1344143,6368.85128366485
"4128",2020-06-30,"Brazil",24052,211049519,1368195,6482.81505915207
"4129",2020-07-01,"Brazil",33846,211049519,1402041,6643.18500531622
"4130",2020-07-02,"Brazil",46712,211049519,1448753,6864.51694779745
"4131",2020-07-03,"Brazil",48105,211049519,1496858,7092.44923699637
"4132",2020-07-04,"Brazil",42223,211049519,1539081,7292.51128973196
"4133",2020-07-05,"Brazil",37923,211049519,1577004,7472.19897715095
"4134",2020-07-06,"Brazil",26051,211049519,1603055,7595.63446339814
"4135",2020-07-07,"Brazil",20229,211049519,1623284,7691.48400665154
"4136",2020-07-08,"Brazil",45305,211049519,1668589,7906.1492672722
"4137",2020-07-09,"Brazil",44571,211049519,1713160,8117.33667111556
"4138",2020-07-10,"Brazil",42619,211049519,1755779,8319.27506075008
"4139",2020-03-27,"British_Virgin_Islands",2,30033,2,66.5934139113642
"4140",2020-03-28,"British_Virgin_Islands",0,30033,2,66.5934139113642
"4141",2020-03-29,"British_Virgin_Islands",0,30033,2,66.5934139113642
"4142",2020-03-30,"British_Virgin_Islands",0,30033,2,66.5934139113642
"4143",2020-03-31,"British_Virgin_Islands",1,30033,3,99.8901208670462
"4144",2020-04-01,"British_Virgin_Islands",0,30033,3,99.8901208670462
"4145",2020-04-02,"British_Virgin_Islands",0,30033,3,99.8901208670462
"4146",2020-04-03,"British_Virgin_Islands",0,30033,3,99.8901208670462
"4147",2020-04-04,"British_Virgin_Islands",0,30033,3,99.8901208670462
"4148",2020-04-05,"British_Virgin_Islands",0,30033,3,99.8901208670462
"4149",2020-04-06,"British_Virgin_Islands",0,30033,3,99.8901208670462
"4150",2020-04-07,"British_Virgin_Islands",0,30033,3,99.8901208670462
"4151",2020-04-08,"British_Virgin_Islands",0,30033,3,99.8901208670462
"4152",2020-04-09,"British_Virgin_Islands",0,30033,3,99.8901208670462
"4153",2020-04-10,"British_Virgin_Islands",0,30033,3,99.8901208670462
"4154",2020-04-11,"British_Virgin_Islands",0,30033,3,99.8901208670462
"4155",2020-04-12,"British_Virgin_Islands",0,30033,3,99.8901208670462
"4156",2020-04-13,"British_Virgin_Islands",0,30033,3,99.8901208670462
"4157",2020-04-14,"British_Virgin_Islands",0,30033,3,99.8901208670462
"4158",2020-04-15,"British_Virgin_Islands",0,30033,3,99.8901208670462
"4159",2020-04-16,"British_Virgin_Islands",0,30033,3,99.8901208670462
"4160",2020-04-17,"British_Virgin_Islands",0,30033,3,99.8901208670462
"4161",2020-04-18,"British_Virgin_Islands",0,30033,3,99.8901208670462
"4162",2020-04-19,"British_Virgin_Islands",0,30033,3,99.8901208670462
"4163",2020-04-20,"British_Virgin_Islands",1,30033,4,133.186827822728
"4164",2020-04-21,"British_Virgin_Islands",1,30033,5,166.48353477841
"4165",2020-04-22,"British_Virgin_Islands",0,30033,5,166.48353477841
"4166",2020-04-23,"British_Virgin_Islands",0,30033,5,166.48353477841
"4167",2020-04-24,"British_Virgin_Islands",0,30033,5,166.48353477841
"4168",2020-04-25,"British_Virgin_Islands",1,30033,6,199.780241734092
"4169",2020-04-26,"British_Virgin_Islands",0,30033,6,199.780241734092
"4170",2020-04-27,"British_Virgin_Islands",0,30033,6,199.780241734092
"4171",2020-04-28,"British_Virgin_Islands",0,30033,6,199.780241734092
"4172",2020-04-29,"British_Virgin_Islands",0,30033,6,199.780241734092
"4173",2020-04-30,"British_Virgin_Islands",0,30033,6,199.780241734092
"4174",2020-05-01,"British_Virgin_Islands",0,30033,6,199.780241734092
"4175",2020-05-02,"British_Virgin_Islands",0,30033,6,199.780241734092
"4176",2020-05-03,"British_Virgin_Islands",0,30033,6,199.780241734092
"4177",2020-05-04,"British_Virgin_Islands",0,30033,6,199.780241734092
"4178",2020-05-05,"British_Virgin_Islands",1,30033,7,233.076948689775
"4179",2020-05-06,"British_Virgin_Islands",0,30033,7,233.076948689775
"4180",2020-05-07,"British_Virgin_Islands",0,30033,7,233.076948689775
"4181",2020-05-08,"British_Virgin_Islands",0,30033,7,233.076948689775
"4182",2020-05-09,"British_Virgin_Islands",0,30033,7,233.076948689775
"4183",2020-05-10,"British_Virgin_Islands",0,30033,7,233.076948689775
"4184",2020-05-11,"British_Virgin_Islands",0,30033,7,233.076948689775
"4185",2020-05-12,"British_Virgin_Islands",0,30033,7,233.076948689775
"4186",2020-05-13,"British_Virgin_Islands",0,30033,7,233.076948689775
"4187",2020-05-14,"British_Virgin_Islands",0,30033,7,233.076948689775
"4188",2020-05-15,"British_Virgin_Islands",1,30033,8,266.373655645457
"4189",2020-05-16,"British_Virgin_Islands",0,30033,8,266.373655645457
"4190",2020-05-17,"British_Virgin_Islands",0,30033,8,266.373655645457
"4191",2020-05-18,"British_Virgin_Islands",0,30033,8,266.373655645457
"4192",2020-05-19,"British_Virgin_Islands",0,30033,8,266.373655645457
"4193",2020-05-20,"British_Virgin_Islands",0,30033,8,266.373655645457
"4194",2020-05-21,"British_Virgin_Islands",0,30033,8,266.373655645457
"4195",2020-05-22,"British_Virgin_Islands",0,30033,8,266.373655645457
"4196",2020-05-23,"British_Virgin_Islands",0,30033,8,266.373655645457
"4197",2020-05-24,"British_Virgin_Islands",0,30033,8,266.373655645457
"4198",2020-05-25,"British_Virgin_Islands",0,30033,8,266.373655645457
"4199",2020-05-26,"British_Virgin_Islands",0,30033,8,266.373655645457
"4200",2020-05-27,"British_Virgin_Islands",0,30033,8,266.373655645457
"4201",2020-05-28,"British_Virgin_Islands",0,30033,8,266.373655645457
"4202",2020-05-29,"British_Virgin_Islands",0,30033,8,266.373655645457
"4203",2020-05-30,"British_Virgin_Islands",0,30033,8,266.373655645457
"4204",2020-05-31,"British_Virgin_Islands",0,30033,8,266.373655645457
"4205",2020-06-01,"British_Virgin_Islands",0,30033,8,266.373655645457
"4206",2020-06-02,"British_Virgin_Islands",0,30033,8,266.373655645457
"4207",2020-06-03,"British_Virgin_Islands",0,30033,8,266.373655645457
"4208",2020-06-04,"British_Virgin_Islands",0,30033,8,266.373655645457
"4209",2020-06-05,"British_Virgin_Islands",0,30033,8,266.373655645457
"4210",2020-06-06,"British_Virgin_Islands",0,30033,8,266.373655645457
"4211",2020-06-07,"British_Virgin_Islands",0,30033,8,266.373655645457
"4212",2020-06-08,"British_Virgin_Islands",0,30033,8,266.373655645457
"4213",2020-06-09,"British_Virgin_Islands",0,30033,8,266.373655645457
"4214",2020-06-10,"British_Virgin_Islands",0,30033,8,266.373655645457
"4215",2020-06-11,"British_Virgin_Islands",0,30033,8,266.373655645457
"4216",2020-06-12,"British_Virgin_Islands",0,30033,8,266.373655645457
"4217",2020-06-13,"British_Virgin_Islands",0,30033,8,266.373655645457
"4218",2020-06-14,"British_Virgin_Islands",0,30033,8,266.373655645457
"4219",2020-06-15,"British_Virgin_Islands",0,30033,8,266.373655645457
"4220",2020-06-16,"British_Virgin_Islands",0,30033,8,266.373655645457
"4221",2020-06-17,"British_Virgin_Islands",0,30033,8,266.373655645457
"4222",2020-06-18,"British_Virgin_Islands",0,30033,8,266.373655645457
"4223",2020-06-19,"British_Virgin_Islands",0,30033,8,266.373655645457
"4224",2020-06-20,"British_Virgin_Islands",0,30033,8,266.373655645457
"4225",2020-06-21,"British_Virgin_Islands",0,30033,8,266.373655645457
"4226",2020-06-22,"British_Virgin_Islands",0,30033,8,266.373655645457
"4227",2020-06-23,"British_Virgin_Islands",0,30033,8,266.373655645457
"4228",2020-06-24,"British_Virgin_Islands",0,30033,8,266.373655645457
"4229",2020-06-25,"British_Virgin_Islands",0,30033,8,266.373655645457
"4230",2020-06-26,"British_Virgin_Islands",0,30033,8,266.373655645457
"4231",2020-06-27,"British_Virgin_Islands",0,30033,8,266.373655645457
"4232",2020-06-28,"British_Virgin_Islands",0,30033,8,266.373655645457
"4233",2020-06-29,"British_Virgin_Islands",0,30033,8,266.373655645457
"4234",2020-06-30,"British_Virgin_Islands",0,30033,8,266.373655645457
"4235",2020-07-01,"British_Virgin_Islands",0,30033,8,266.373655645457
"4236",2020-07-02,"British_Virgin_Islands",0,30033,8,266.373655645457
"4237",2020-07-03,"British_Virgin_Islands",0,30033,8,266.373655645457
"4238",2020-07-04,"British_Virgin_Islands",0,30033,8,266.373655645457
"4239",2020-07-05,"British_Virgin_Islands",0,30033,8,266.373655645457
"4240",2020-07-06,"British_Virgin_Islands",0,30033,8,266.373655645457
"4241",2020-07-07,"British_Virgin_Islands",0,30033,8,266.373655645457
"4242",2020-07-08,"British_Virgin_Islands",0,30033,8,266.373655645457
"4243",2020-07-09,"British_Virgin_Islands",0,30033,8,266.373655645457
"4244",2020-07-10,"British_Virgin_Islands",0,30033,8,266.373655645457
"4245",2020-03-10,"Brunei_Darussalam",1,433296,1,2.30789114139064
"4246",2020-03-12,"Brunei_Darussalam",10,433296,11,25.3868025552971
"4247",2020-03-13,"Brunei_Darussalam",14,433296,25,57.6972785347661
"4248",2020-03-14,"Brunei_Darussalam",12,433296,37,85.3919722314538
"4249",2020-03-15,"Brunei_Darussalam",3,433296,40,92.3156456556257
"4250",2020-03-16,"Brunei_Darussalam",10,433296,50,115.394557069532
"4251",2020-03-17,"Brunei_Darussalam",4,433296,54,124.626121635095
"4252",2020-03-18,"Brunei_Darussalam",2,433296,56,129.241903917876
"4253",2020-03-19,"Brunei_Darussalam",12,433296,68,156.936597614564
"4254",2020-03-20,"Brunei_Darussalam",5,433296,73,168.476053321517
"4255",2020-03-21,"Brunei_Darussalam",5,433296,78,180.01550902847
"4256",2020-03-22,"Brunei_Darussalam",5,433296,83,191.554964735423
"4257",2020-03-23,"Brunei_Darussalam",5,433296,88,203.094420442377
"4258",2020-03-24,"Brunei_Darussalam",3,433296,91,210.018093866548
"4259",2020-03-25,"Brunei_Darussalam",13,433296,104,240.020678704627
"4260",2020-03-26,"Brunei_Darussalam",3,433296,107,246.944352128799
"4261",2020-03-27,"Brunei_Darussalam",7,433296,114,263.099590118533
"4262",2020-03-28,"Brunei_Darussalam",1,433296,115,265.407481259924
"4263",2020-03-29,"Brunei_Darussalam",5,433296,120,276.946936966877
"4264",2020-03-30,"Brunei_Darussalam",6,433296,126,290.794283815221
"4265",2020-03-31,"Brunei_Darussalam",1,433296,127,293.102174956612
"4266",2020-04-01,"Brunei_Darussalam",2,433296,129,297.717957239393
"4267",2020-04-02,"Brunei_Darussalam",2,433296,131,302.333739522174
"4268",2020-04-03,"Brunei_Darussalam",2,433296,133,306.949521804956
"4269",2020-04-04,"Brunei_Darussalam",0,433296,133,306.949521804956
"4270",2020-04-05,"Brunei_Darussalam",2,433296,135,311.565304087737
"4271",2020-04-06,"Brunei_Darussalam",0,433296,135,311.565304087737
"4272",2020-04-07,"Brunei_Darussalam",0,433296,135,311.565304087737
"4273",2020-04-08,"Brunei_Darussalam",0,433296,135,311.565304087737
"4274",2020-04-09,"Brunei_Darussalam",0,433296,135,311.565304087737
"4275",2020-04-10,"Brunei_Darussalam",0,433296,135,311.565304087737
"4276",2020-04-11,"Brunei_Darussalam",1,433296,136,313.873195229127
"4277",2020-04-12,"Brunei_Darussalam",0,433296,136,313.873195229127
"4278",2020-04-13,"Brunei_Darussalam",0,433296,136,313.873195229127
"4279",2020-04-14,"Brunei_Darussalam",0,433296,136,313.873195229127
"4280",2020-04-15,"Brunei_Darussalam",0,433296,136,313.873195229127
"4281",2020-04-16,"Brunei_Darussalam",0,433296,136,313.873195229127
"4282",2020-04-17,"Brunei_Darussalam",0,433296,136,313.873195229127
"4283",2020-04-18,"Brunei_Darussalam",0,433296,136,313.873195229127
"4284",2020-04-19,"Brunei_Darussalam",1,433296,137,316.181086370518
"4285",2020-04-20,"Brunei_Darussalam",1,433296,138,318.488977511909
"4286",2020-04-21,"Brunei_Darussalam",0,433296,138,318.488977511909
"4287",2020-04-22,"Brunei_Darussalam",0,433296,138,318.488977511909
"4288",2020-04-23,"Brunei_Darussalam",0,433296,138,318.488977511909
"4289",2020-04-24,"Brunei_Darussalam",0,433296,138,318.488977511909
"4290",2020-04-25,"Brunei_Darussalam",0,433296,138,318.488977511909
"4291",2020-04-26,"Brunei_Darussalam",0,433296,138,318.488977511909
"4292",2020-04-27,"Brunei_Darussalam",0,433296,138,318.488977511909
"4293",2020-04-28,"Brunei_Darussalam",0,433296,138,318.488977511909
"4294",2020-04-29,"Brunei_Darussalam",0,433296,138,318.488977511909
"4295",2020-04-30,"Brunei_Darussalam",0,433296,138,318.488977511909
"4296",2020-05-01,"Brunei_Darussalam",0,433296,138,318.488977511909
"4297",2020-05-02,"Brunei_Darussalam",0,433296,138,318.488977511909
"4298",2020-05-03,"Brunei_Darussalam",0,433296,138,318.488977511909
"4299",2020-05-04,"Brunei_Darussalam",0,433296,138,318.488977511909
"4300",2020-05-05,"Brunei_Darussalam",0,433296,138,318.488977511909
"4301",2020-05-06,"Brunei_Darussalam",0,433296,138,318.488977511909
"4302",2020-05-07,"Brunei_Darussalam",1,433296,139,320.796868653299
"4303",2020-05-08,"Brunei_Darussalam",2,433296,141,325.412650936081
"4304",2020-05-09,"Brunei_Darussalam",0,433296,141,325.412650936081
"4305",2020-05-10,"Brunei_Darussalam",0,433296,141,325.412650936081
"4306",2020-05-11,"Brunei_Darussalam",0,433296,141,325.412650936081
"4307",2020-05-12,"Brunei_Darussalam",0,433296,141,325.412650936081
"4308",2020-05-13,"Brunei_Darussalam",0,433296,141,325.412650936081
"4309",2020-05-14,"Brunei_Darussalam",0,433296,141,325.412650936081
"4310",2020-05-15,"Brunei_Darussalam",0,433296,141,325.412650936081
"4311",2020-05-16,"Brunei_Darussalam",0,433296,141,325.412650936081
"4312",2020-05-17,"Brunei_Darussalam",0,433296,141,325.412650936081
"4313",2020-05-18,"Brunei_Darussalam",0,433296,141,325.412650936081
"4314",2020-05-19,"Brunei_Darussalam",0,433296,141,325.412650936081
"4315",2020-05-20,"Brunei_Darussalam",0,433296,141,325.412650936081
"4316",2020-05-21,"Brunei_Darussalam",0,433296,141,325.412650936081
"4317",2020-05-22,"Brunei_Darussalam",0,433296,141,325.412650936081
"4318",2020-05-23,"Brunei_Darussalam",0,433296,141,325.412650936081
"4319",2020-05-24,"Brunei_Darussalam",0,433296,141,325.412650936081
"4320",2020-05-25,"Brunei_Darussalam",0,433296,141,325.412650936081
"4321",2020-05-26,"Brunei_Darussalam",0,433296,141,325.412650936081
"4322",2020-05-27,"Brunei_Darussalam",0,433296,141,325.412650936081
"4323",2020-05-28,"Brunei_Darussalam",0,433296,141,325.412650936081
"4324",2020-05-29,"Brunei_Darussalam",0,433296,141,325.412650936081
"4325",2020-05-30,"Brunei_Darussalam",0,433296,141,325.412650936081
"4326",2020-05-31,"Brunei_Darussalam",0,433296,141,325.412650936081
"4327",2020-06-01,"Brunei_Darussalam",0,433296,141,325.412650936081
"4328",2020-06-02,"Brunei_Darussalam",0,433296,141,325.412650936081
"4329",2020-06-03,"Brunei_Darussalam",0,433296,141,325.412650936081
"4330",2020-06-04,"Brunei_Darussalam",0,433296,141,325.412650936081
"4331",2020-06-05,"Brunei_Darussalam",0,433296,141,325.412650936081
