"","dateRep","countriesAndTerritories","cases","popData2019","cum_cases","casesPerMillion"
"1",NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA
"3",NA,NA,NA,NA,NA,NA
"4",NA,NA,NA,NA,NA,NA
"5",NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA
"7",NA,NA,NA,NA,NA,NA
"8",NA,NA,NA,NA,NA,NA
"9",NA,NA,NA,NA,NA,NA
"10",NA,NA,NA,NA,NA,NA
"11",NA,NA,NA,NA,NA,NA
"12",NA,NA,NA,NA,NA,NA
"13",NA,NA,NA,NA,NA,NA
"14",NA,NA,NA,NA,NA,NA
"15",NA,NA,NA,NA,NA,NA
"16",NA,NA,NA,NA,NA,NA
"17",NA,NA,NA,NA,NA,NA
"18",NA,NA,NA,NA,NA,NA
"19",NA,NA,NA,NA,NA,NA
"20",NA,NA,NA,NA,NA,NA
"21",NA,NA,NA,NA,NA,NA
"22",NA,NA,NA,NA,NA,NA
"23",NA,NA,NA,NA,NA,NA
"24",NA,NA,NA,NA,NA,NA
"25",NA,NA,NA,NA,NA,NA
"26",NA,NA,NA,NA,NA,NA
"27",NA,NA,NA,NA,NA,NA
"28",NA,NA,NA,NA,NA,NA
"29",NA,NA,NA,NA,NA,NA
"30",NA,NA,NA,NA,NA,NA
"31",NA,NA,NA,NA,NA,NA
"32",NA,NA,NA,NA,NA,NA
"33",NA,NA,NA,NA,NA,NA
"34",NA,NA,NA,NA,NA,NA
"35",NA,NA,NA,NA,NA,NA
"36",NA,NA,NA,NA,NA,NA
"37",NA,NA,NA,NA,NA,NA
"38",NA,NA,NA,NA,NA,NA
"39",NA,NA,NA,NA,NA,NA
"40",NA,NA,NA,NA,NA,NA
"41",NA,NA,NA,NA,NA,NA
"42",NA,NA,NA,NA,NA,NA
"43",NA,NA,NA,NA,NA,NA
"44",NA,NA,NA,NA,NA,NA
"45",NA,NA,NA,NA,NA,NA
"46",NA,NA,NA,NA,NA,NA
"47",NA,NA,NA,NA,NA,NA
"48",NA,NA,NA,NA,NA,NA
"49",NA,NA,NA,NA,NA,NA
"50",NA,NA,NA,NA,NA,NA
"51",NA,NA,NA,NA,NA,NA
"52",NA,NA,NA,NA,NA,NA
"53",NA,NA,NA,NA,NA,NA
"54",NA,NA,NA,NA,NA,NA
"55",NA,NA,NA,NA,NA,NA
"56",NA,NA,NA,NA,NA,NA
"57",NA,NA,NA,NA,NA,NA
"58",NA,NA,NA,NA,NA,NA
"59",NA,NA,NA,NA,NA,NA
"60",NA,NA,NA,NA,NA,NA
"61",NA,NA,NA,NA,NA,NA
"62",NA,NA,NA,NA,NA,NA
"63",NA,NA,NA,NA,NA,NA
"64",NA,NA,NA,NA,NA,NA
"65",NA,NA,NA,NA,NA,NA
"66",NA,NA,NA,NA,NA,NA
"67",NA,NA,NA,NA,NA,NA
"68",NA,NA,NA,NA,NA,NA
"69",NA,NA,NA,NA,NA,NA
"70",NA,NA,NA,NA,NA,NA
"71",NA,NA,NA,NA,NA,NA
"72",NA,NA,NA,NA,NA,NA
"73",NA,NA,NA,NA,NA,NA
"74",NA,NA,NA,NA,NA,NA
"75",NA,NA,NA,NA,NA,NA
"76",NA,NA,NA,NA,NA,NA
"77",NA,NA,NA,NA,NA,NA
"78",NA,NA,NA,NA,NA,NA
"79",NA,NA,NA,NA,NA,NA
"80",NA,NA,NA,NA,NA,NA
"81",NA,NA,NA,NA,NA,NA
"82",NA,NA,NA,NA,NA,NA
"83",NA,NA,NA,NA,NA,NA
"84",NA,NA,NA,NA,NA,NA
"85",NA,NA,NA,NA,NA,NA
"86",NA,NA,NA,NA,NA,NA
"87",NA,NA,NA,NA,NA,NA
"88",NA,NA,NA,NA,NA,NA
"89",NA,NA,NA,NA,NA,NA
"90",NA,NA,NA,NA,NA,NA
"91",NA,NA,NA,NA,NA,NA
"92",NA,NA,NA,NA,NA,NA
"93",NA,NA,NA,NA,NA,NA
"94",NA,NA,NA,NA,NA,NA
"95",NA,NA,NA,NA,NA,NA
"96",NA,NA,NA,NA,NA,NA
"97",NA,NA,NA,NA,NA,NA
"98",NA,NA,NA,NA,NA,NA
"99",NA,NA,NA,NA,NA,NA
"100",NA,NA,NA,NA,NA,NA
"101",NA,NA,NA,NA,NA,NA
"102",NA,NA,NA,NA,NA,NA
"103",NA,NA,NA,NA,NA,NA
"104",NA,NA,NA,NA,NA,NA
"105",NA,NA,NA,NA,NA,NA
"106",NA,NA,NA,NA,NA,NA
"107",NA,NA,NA,NA,NA,NA
"108",NA,NA,NA,NA,NA,NA
"109",NA,NA,NA,NA,NA,NA
"110",NA,NA,NA,NA,NA,NA
"111",NA,NA,NA,NA,NA,NA
"112",NA,NA,NA,NA,NA,NA
"113",NA,NA,NA,NA,NA,NA
"114",NA,NA,NA,NA,NA,NA
"115",NA,NA,NA,NA,NA,NA
"116",NA,NA,NA,NA,NA,NA
"117",NA,NA,NA,NA,NA,NA
"118",NA,NA,NA,NA,NA,NA
"119",NA,NA,NA,NA,NA,NA
"120",NA,NA,NA,NA,NA,NA
"121",NA,NA,NA,NA,NA,NA
"122",NA,NA,NA,NA,NA,NA
"123",NA,NA,NA,NA,NA,NA
"124",NA,NA,NA,NA,NA,NA
"125",NA,NA,NA,NA,NA,NA
"126",NA,NA,NA,NA,NA,NA
"127",NA,NA,NA,NA,NA,NA
"128",NA,NA,NA,NA,NA,NA
"129",NA,NA,NA,NA,NA,NA
"130",NA,NA,NA,NA,NA,NA
"131",NA,NA,NA,NA,NA,NA
"132",NA,NA,NA,NA,NA,NA
"133",NA,NA,NA,NA,NA,NA
"134",NA,NA,NA,NA,NA,NA
"135",NA,NA,NA,NA,NA,NA
"136",NA,NA,NA,NA,NA,NA
"137",NA,NA,NA,NA,NA,NA
"138",NA,NA,NA,NA,NA,NA
"139",NA,NA,NA,NA,NA,NA
"140",NA,NA,NA,NA,NA,NA
"141",NA,NA,NA,NA,NA,NA
"142",NA,NA,NA,NA,NA,NA
"143",NA,NA,NA,NA,NA,NA
"144",NA,NA,NA,NA,NA,NA
"145",NA,NA,NA,NA,NA,NA
"146",NA,NA,NA,NA,NA,NA
"147",NA,NA,NA,NA,NA,NA
"148",NA,NA,NA,NA,NA,NA
"149",NA,NA,NA,NA,NA,NA
"150",NA,NA,NA,NA,NA,NA
"151",NA,NA,NA,NA,NA,NA
"152",NA,NA,NA,NA,NA,NA
"153",NA,NA,NA,NA,NA,NA
"154",NA,NA,NA,NA,NA,NA
"155",NA,NA,NA,NA,NA,NA
"156",NA,NA,NA,NA,NA,NA
"157",NA,NA,NA,NA,NA,NA
"158",NA,NA,NA,NA,NA,NA
"159",NA,NA,NA,NA,NA,NA
"160",NA,NA,NA,NA,NA,NA
"161",NA,NA,NA,NA,NA,NA
"162",NA,NA,NA,NA,NA,NA
"163",NA,NA,NA,NA,NA,NA
"164",NA,NA,NA,NA,NA,NA
"165",NA,NA,NA,NA,NA,NA
"166",NA,NA,NA,NA,NA,NA
"167",NA,NA,NA,NA,NA,NA
"168",NA,NA,NA,NA,NA,NA
"169",NA,NA,NA,NA,NA,NA
"170",NA,NA,NA,NA,NA,NA
"171",NA,NA,NA,NA,NA,NA
"172",NA,NA,NA,NA,NA,NA
"173",NA,NA,NA,NA,NA,NA
"174",NA,NA,NA,NA,NA,NA
"175",NA,NA,NA,NA,NA,NA
"176",NA,NA,NA,NA,NA,NA
"177",NA,NA,NA,NA,NA,NA
"178",NA,NA,NA,NA,NA,NA
"179",NA,NA,NA,NA,NA,NA
"180",NA,NA,NA,NA,NA,NA
"181",NA,NA,NA,NA,NA,NA
"182",NA,NA,NA,NA,NA,NA
"183",NA,NA,NA,NA,NA,NA
"184",NA,NA,NA,NA,NA,NA
"185",NA,NA,NA,NA,NA,NA
"186",NA,NA,NA,NA,NA,NA
"187",NA,NA,NA,NA,NA,NA
"188",NA,NA,NA,NA,NA,NA
"189",NA,NA,NA,NA,NA,NA
"190",NA,NA,NA,NA,NA,NA
"191",NA,NA,NA,NA,NA,NA
"192",NA,NA,NA,NA,NA,NA
"193",NA,NA,NA,NA,NA,NA
"194",2019-12-31,"Afghanistan",0,38041757,0,0
"195",2020-01-01,"Afghanistan",0,38041757,0,0
"196",2020-01-02,"Afghanistan",0,38041757,0,0
"197",2020-01-03,"Afghanistan",0,38041757,0,0
"198",2020-01-04,"Afghanistan",0,38041757,0,0
"199",2020-01-05,"Afghanistan",0,38041757,0,0
"200",2020-01-06,"Afghanistan",0,38041757,0,0
"201",2020-01-07,"Afghanistan",0,38041757,0,0
"202",2020-01-08,"Afghanistan",0,38041757,0,0
"203",2020-01-09,"Afghanistan",0,38041757,0,0
"204",2020-01-10,"Afghanistan",0,38041757,0,0
"205",2020-01-11,"Afghanistan",0,38041757,0,0
"206",2020-01-12,"Afghanistan",0,38041757,0,0
"207",2020-01-13,"Afghanistan",0,38041757,0,0
"208",2020-01-14,"Afghanistan",0,38041757,0,0
"209",2020-01-15,"Afghanistan",0,38041757,0,0
"210",2020-01-16,"Afghanistan",0,38041757,0,0
"211",2020-01-17,"Afghanistan",0,38041757,0,0
"212",2020-01-18,"Afghanistan",0,38041757,0,0
"213",2020-01-19,"Afghanistan",0,38041757,0,0
"214",2020-01-20,"Afghanistan",0,38041757,0,0
"215",2020-01-21,"Afghanistan",0,38041757,0,0
"216",2020-01-22,"Afghanistan",0,38041757,0,0
"217",2020-01-23,"Afghanistan",0,38041757,0,0
"218",2020-01-24,"Afghanistan",0,38041757,0,0
"219",2020-01-25,"Afghanistan",0,38041757,0,0
"220",2020-01-26,"Afghanistan",0,38041757,0,0
"221",2020-01-27,"Afghanistan",0,38041757,0,0
"222",2020-01-28,"Afghanistan",0,38041757,0,0
"223",2020-01-29,"Afghanistan",0,38041757,0,0
"224",2020-01-30,"Afghanistan",0,38041757,0,0
"225",2020-01-31,"Afghanistan",0,38041757,0,0
"226",2020-02-01,"Afghanistan",0,38041757,0,0
"227",2020-02-02,"Afghanistan",0,38041757,0,0
"228",2020-02-03,"Afghanistan",0,38041757,0,0
"229",2020-02-04,"Afghanistan",0,38041757,0,0
"230",2020-02-05,"Afghanistan",0,38041757,0,0
"231",2020-02-06,"Afghanistan",0,38041757,0,0
"232",2020-02-07,"Afghanistan",0,38041757,0,0
"233",2020-02-08,"Afghanistan",0,38041757,0,0
"234",2020-02-09,"Afghanistan",0,38041757,0,0
"235",2020-02-10,"Afghanistan",0,38041757,0,0
"236",2020-02-11,"Afghanistan",0,38041757,0,0
"237",2020-02-12,"Afghanistan",0,38041757,0,0
"238",2020-02-13,"Afghanistan",0,38041757,0,0
"239",2020-02-14,"Afghanistan",0,38041757,0,0
"240",2020-02-15,"Afghanistan",0,38041757,0,0
"241",2020-02-16,"Afghanistan",0,38041757,0,0
"242",2020-02-17,"Afghanistan",0,38041757,0,0
"243",2020-02-18,"Afghanistan",0,38041757,0,0
"244",2020-02-19,"Afghanistan",0,38041757,0,0
"245",2020-02-20,"Afghanistan",0,38041757,0,0
"246",2020-02-21,"Afghanistan",0,38041757,0,0
"247",2020-02-22,"Afghanistan",0,38041757,0,0
"248",2020-02-23,"Afghanistan",0,38041757,0,0
"249",2020-02-24,"Afghanistan",0,38041757,0,0
"250",2020-02-25,"Afghanistan",1,38041757,1,0.026286903625403
"251",2020-02-26,"Afghanistan",0,38041757,1,0.026286903625403
"252",2020-02-27,"Afghanistan",0,38041757,1,0.026286903625403
"253",2020-02-28,"Afghanistan",0,38041757,1,0.026286903625403
"254",2020-02-29,"Afghanistan",0,38041757,1,0.026286903625403
"255",2020-03-01,"Afghanistan",0,38041757,1,0.026286903625403
"256",2020-03-02,"Afghanistan",0,38041757,1,0.026286903625403
"257",2020-03-08,"Afghanistan",3,38041757,4,0.105147614501612
"258",2020-03-11,"Afghanistan",3,38041757,7,0.184008325377821
"259",2020-03-15,"Afghanistan",3,38041757,10,0.26286903625403
"260",2020-03-16,"Afghanistan",6,38041757,16,0.420590458006448
"261",2020-03-17,"Afghanistan",5,38041757,21,0.552024976133463
"262",2020-03-18,"Afghanistan",1,38041757,22,0.578311879758866
"263",2020-03-19,"Afghanistan",0,38041757,22,0.578311879758866
"264",2020-03-20,"Afghanistan",0,38041757,22,0.578311879758866
"265",2020-03-21,"Afghanistan",2,38041757,24,0.630885687009672
"266",2020-03-22,"Afghanistan",0,38041757,24,0.630885687009672
"267",2020-03-23,"Afghanistan",10,38041757,34,0.893754723263702
"268",2020-03-24,"Afghanistan",6,38041757,40,1.05147614501612
"269",2020-03-25,"Afghanistan",2,38041757,42,1.10404995226693
"270",2020-03-26,"Afghanistan",33,38041757,75,1.97151777190523
"271",2020-03-27,"Afghanistan",0,38041757,75,1.97151777190523
"272",2020-03-28,"Afghanistan",16,38041757,91,2.39210822991167
"273",2020-03-29,"Afghanistan",15,38041757,106,2.78641178429272
"274",2020-03-30,"Afghanistan",8,38041757,114,2.99670701329594
"275",2020-03-31,"Afghanistan",27,38041757,141,3.70645341118182
"276",2020-04-01,"Afghanistan",25,38041757,166,4.3636260018169
"277",2020-04-02,"Afghanistan",26,38041757,192,5.04708549607738
"278",2020-04-03,"Afghanistan",43,38041757,235,6.17742235196971
"279",2020-04-04,"Afghanistan",0,38041757,235,6.17742235196971
"280",2020-04-05,"Afghanistan",35,38041757,270,7.09746397885881
"281",2020-04-06,"Afghanistan",29,38041757,299,7.8597841839955
"282",2020-04-07,"Afghanistan",38,38041757,337,8.85868652176081
"283",2020-04-08,"Afghanistan",30,38041757,367,9.6472936305229
"284",2020-04-09,"Afghanistan",56,38041757,423,11.1193602335455
"285",2020-04-10,"Afghanistan",61,38041757,484,12.7228613546951
"286",2020-04-11,"Afghanistan",37,38041757,521,13.695476788835
"287",2020-04-12,"Afghanistan",34,38041757,555,14.5892315120987
"288",2020-04-13,"Afghanistan",52,38041757,607,15.9561505006196
"289",2020-04-14,"Afghanistan",58,38041757,665,17.480790910893
"290",2020-04-15,"Afghanistan",49,38041757,714,18.7688491885377
"291",2020-04-16,"Afghanistan",70,38041757,784,20.608932442316
"292",2020-04-17,"Afghanistan",10,38041757,794,20.87180147857
"293",2020-04-18,"Afghanistan",51,38041757,845,22.2124335634655
"294",2020-04-19,"Afghanistan",63,38041757,908,23.8685084918659
"295",2020-04-20,"Afghanistan",88,38041757,996,26.1817560109014
"296",2020-04-21,"Afghanistan",35,38041757,1031,27.1017976377905
"297",2020-04-22,"Afghanistan",61,38041757,1092,28.7052987589401
"298",2020-04-23,"Afghanistan",84,38041757,1176,30.9133986634739
"299",2020-04-24,"Afghanistan",105,38041757,1281,33.6735235441412
"300",2020-04-25,"Afghanistan",70,38041757,1351,35.5136067979195
"301",2020-04-26,"Afghanistan",112,38041757,1463,38.4577400039646
"302",2020-04-27,"Afghanistan",68,38041757,1531,40.245249450492
"303",2020-04-28,"Afghanistan",172,38041757,1703,44.7665968740613
"304",2020-04-29,"Afghanistan",124,38041757,1827,48.0261729236113
"305",2020-04-30,"Afghanistan",122,38041757,1949,51.2331751659105
"306",2020-05-01,"Afghanistan",222,38041757,2171,57.0688677707499
"307",2020-05-02,"Afghanistan",164,38041757,2335,61.379919965316
"308",2020-05-03,"Afghanistan",134,38041757,2469,64.90236505112
"309",2020-05-04,"Afghanistan",235,38041757,2704,71.0797874030897
"310",2020-05-05,"Afghanistan",190,38041757,2894,76.0742990919163
"311",2020-05-06,"Afghanistan",330,38041757,3224,84.7489772882993
"312",2020-05-07,"Afghanistan",168,38041757,3392,89.165177097367
"313",2020-05-08,"Afghanistan",171,38041757,3563,93.6602376173109
"314",2020-05-09,"Afghanistan",215,38041757,3778,99.3119218967725
"315",2020-05-10,"Afghanistan",255,38041757,4033,106.01508232125
"316",2020-05-11,"Afghanistan",369,38041757,4402,115.714949759024
"317",2020-05-12,"Afghanistan",285,38041757,4687,123.206717292264
"318",2020-05-13,"Afghanistan",280,38041757,4967,130.567050307377
"319",2020-05-14,"Afghanistan",259,38041757,5226,137.375358346356
"320",2020-05-15,"Afghanistan",113,38041757,5339,140.345778456027
"321",2020-05-16,"Afghanistan",1063,38041757,6402,168.28875700983
"322",2020-05-17,"Afghanistan",0,38041757,6402,168.28875700983
"323",2020-05-18,"Afghanistan",262,38041757,6664,175.175925759686
"324",2020-05-19,"Afghanistan",408,38041757,7072,185.90098243885
"325",2020-05-20,"Afghanistan",581,38041757,7653,201.173673445209
"326",2020-05-21,"Afghanistan",492,38041757,8145,214.106830028907
"327",2020-05-22,"Afghanistan",531,38041757,8676,228.065175853996
"328",2020-05-23,"Afghanistan",540,38041757,9216,242.260103811714
"329",2020-05-24,"Afghanistan",782,38041757,9998,262.816462446779
"330",2020-05-25,"Afghanistan",584,38041757,10582,278.168014164015
"331",2020-05-26,"Afghanistan",591,38041757,11173,293.703574206628
"332",2020-05-27,"Afghanistan",658,38041757,11831,311.000356792143
"333",2020-05-28,"Afghanistan",625,38041757,12456,327.42967155802
"334",2020-05-29,"Afghanistan",580,38041757,13036,342.676075660754
"335",2020-05-30,"Afghanistan",623,38041757,13659,359.05281661938
"336",2020-05-31,"Afghanistan",866,38041757,14525,381.817275158979
"337",2020-06-01,"Afghanistan",680,38041757,15205,399.692369624253
"338",2020-06-02,"Afghanistan",545,38041757,15750,414.018732100097
"339",2020-06-03,"Afghanistan",759,38041757,16509,433.970491951778
"340",2020-06-04,"Afghanistan",758,38041757,17267,453.895964899834
"341",2020-06-05,"Afghanistan",787,38041757,18054,474.583758053026
"342",2020-06-06,"Afghanistan",915,38041757,18969,498.63627487027
"343",2020-06-07,"Afghanistan",582,38041757,19551,513.935252780254
"344",2020-06-08,"Afghanistan",791,38041757,20342,534.728193547948
"345",2020-06-09,"Afghanistan",575,38041757,20917,549.843163132555
"346",2020-06-10,"Afghanistan",542,38041757,21459,564.090664897523
"347",2020-06-11,"Afghanistan",684,38041757,22143,582.070906977299
"348",2020-06-12,"Afghanistan",747,38041757,22890,601.707223985475
"349",2020-06-13,"Afghanistan",656,38041757,23546,618.951432763739
"350",2020-06-14,"Afghanistan",556,38041757,24102,633.566951179463
"351",2020-06-15,"Afghanistan",664,38041757,24766,651.021455186731
"352",2020-06-16,"Afghanistan",761,38041757,25527,671.025788845662
"353",2020-06-17,"Afghanistan",783,38041757,26310,691.608434384353
"354",2020-06-18,"Afghanistan",564,38041757,26874,706.43424802908
"355",2020-06-19,"Afghanistan",658,38041757,27532,723.731030614596
"356",2020-06-20,"Afghanistan",346,38041757,27878,732.826299268985
"357",2020-06-21,"Afghanistan",546,38041757,28424,747.178948648455
"358",2020-06-22,"Afghanistan",409,38041757,28833,757.930292231245
"359",2020-06-23,"Afghanistan",310,38041757,29143,766.07923235512
"360",2020-06-24,"Afghanistan",338,38041757,29481,774.964205780506
"361",2020-06-25,"Afghanistan",234,38041757,29715,781.11534122885
"362",2020-06-26,"Afghanistan",460,38041757,30175,793.207316896536
"363",2020-06-27,"Afghanistan",276,38041757,30451,800.462502297147
"364",2020-06-28,"Afghanistan",165,38041757,30616,804.799841395338
"365",2020-06-29,"Afghanistan",351,38041757,30967,814.026544567855
"366",2020-06-30,"Afghanistan",271,38041757,31238,821.150295450339
"367",2020-07-01,"Afghanistan",279,38041757,31517,828.484341561826
"368",2020-07-02,"Afghanistan",319,38041757,31836,836.86986381833
"369",2020-07-03,"Afghanistan",186,38041757,32022,841.759227892655
"370",2020-07-04,"Afghanistan",302,38041757,32324,849.697872787527
"371",2020-07-05,"Afghanistan",348,38041757,32672,858.845715249167
"372",2020-07-06,"Afghanistan",279,38041757,32951,866.179761360654
"373",2020-07-07,"Afghanistan",433,38041757,33384,877.561990630454
"374",2020-07-08,"Afghanistan",210,38041757,33594,883.082240391788
"375",2020-07-09,"Afghanistan",59,38041757,33653,884.633167705687
"376",2020-07-10,"Afghanistan",255,38041757,33908,891.336328130165
"377",2020-03-09,"Albania",2,2862427,2,0.698707774905701
"378",2020-03-10,"Albania",4,2862427,6,2.0961233247171
"379",2020-03-11,"Albania",4,2862427,10,3.4935388745285
"380",2020-03-12,"Albania",1,2862427,11,3.84289276198135
"381",2020-03-13,"Albania",12,2862427,23,8.03513941141556
"382",2020-03-14,"Albania",10,2862427,33,11.5286782859441
"383",2020-03-15,"Albania",5,2862427,38,13.2754477232083
"384",2020-03-16,"Albania",4,2862427,42,14.6728632730197
"385",2020-03-17,"Albania",9,2862427,51,17.8170482600954
"386",2020-03-18,"Albania",4,2862427,55,19.2144638099068
"387",2020-03-19,"Albania",4,2862427,59,20.6118793597182
"388",2020-03-20,"Albania",11,2862427,70,24.4547721216995
"389",2020-03-21,"Albania",0,2862427,70,24.4547721216995
"390",2020-03-22,"Albania",6,2862427,76,26.5508954464166
"391",2020-03-23,"Albania",13,2862427,89,31.0924959833037
"392",2020-03-24,"Albania",11,2862427,100,34.935388745285
"393",2020-03-25,"Albania",23,2862427,123,42.9705281567006
"394",2020-03-26,"Albania",23,2862427,146,51.0056675681162
"395",2020-03-27,"Albania",28,2862427,174,60.787576416796
"396",2020-03-28,"Albania",12,2862427,186,64.9798230662302
"397",2020-03-29,"Albania",11,2862427,197,68.8227158282115
"398",2020-03-30,"Albania",15,2862427,212,74.0630241400043
"399",2020-03-31,"Albania",11,2862427,223,77.9059169019856
"400",2020-04-01,"Albania",20,2862427,243,84.8929946510426
"401",2020-04-02,"Albania",16,2862427,259,90.4826568502882
"402",2020-04-03,"Albania",18,2862427,277,96.7710268244395
"403",2020-04-04,"Albania",27,2862427,304,106.203581785667
"404",2020-04-05,"Albania",29,2862427,333,116.334844521799
"405",2020-04-06,"Albania",28,2862427,361,126.116753370479
"406",2020-04-07,"Albania",16,2862427,377,131.706415569725
"407",2020-04-08,"Albania",6,2862427,383,133.802538894442
"408",2020-04-09,"Albania",17,2862427,400,139.74155498114
"409",2020-04-10,"Albania",9,2862427,409,142.885739968216
"410",2020-04-11,"Albania",7,2862427,416,145.331217180386
"411",2020-04-12,"Albania",17,2862427,433,151.270233267084
"412",2020-04-13,"Albania",13,2862427,446,155.811833803971
"413",2020-04-14,"Albania",21,2862427,467,163.148265440481
"414",2020-04-15,"Albania",8,2862427,475,165.943096540104
"415",2020-04-16,"Albania",19,2862427,494,172.580820401708
"416",2020-04-17,"Albania",24,2862427,518,180.965313700576
"417",2020-04-18,"Albania",21,2862427,539,188.301745337086
"418",2020-04-19,"Albania",9,2862427,548,191.445930324162
"419",2020-04-20,"Albania",14,2862427,562,196.336884748502
"420",2020-04-21,"Albania",22,2862427,584,204.022670272465
"421",2020-04-22,"Albania",25,2862427,609,212.756517458786
"422",2020-04-23,"Albania",25,2862427,634,221.490364645107
"423",2020-04-24,"Albania",29,2862427,663,231.62162738124
"424",2020-04-25,"Albania",15,2862427,678,236.861935693033
"425",2020-04-26,"Albania",34,2862427,712,248.739967866429
"426",2020-04-27,"Albania",14,2862427,726,253.630922290769
"427",2020-04-28,"Albania",10,2862427,736,257.124461165298
"428",2020-04-29,"Albania",14,2862427,750,262.015415589638
"429",2020-04-30,"Albania",16,2862427,766,267.605077788883
"430",2020-05-01,"Albania",7,2862427,773,270.050555001053
"431",2020-05-02,"Albania",9,2862427,782,273.194739988129
"432",2020-05-03,"Albania",7,2862427,789,275.640217200299
"433",2020-05-04,"Albania",6,2862427,795,277.736340525016
"434",2020-05-05,"Albania",8,2862427,803,280.531171624639
"435",2020-05-06,"Albania",17,2862427,820,286.470187711337
"436",2020-05-07,"Albania",12,2862427,832,290.662434360771
"437",2020-05-08,"Albania",10,2862427,842,294.1559732353
"438",2020-05-09,"Albania",8,2862427,850,296.950804334923
"439",2020-05-10,"Albania",6,2862427,856,299.04692765964
"440",2020-05-11,"Albania",12,2862427,868,303.239174309074
"441",2020-05-12,"Albania",4,2862427,872,304.636589858885
"442",2020-05-13,"Albania",4,2862427,876,306.034005408697
"443",2020-05-14,"Albania",4,2862427,880,307.431420958508
"444",2020-05-15,"Albania",18,2862427,898,313.71979093266
"445",2020-05-16,"Albania",18,2862427,916,320.008160906811
"446",2020-05-17,"Albania",17,2862427,933,325.947176993509
"447",2020-05-18,"Albania",13,2862427,946,330.488777530396
"448",2020-05-19,"Albania",2,2862427,948,331.187485305302
"449",2020-05-20,"Albania",1,2862427,949,331.536839192755
"450",2020-05-21,"Albania",15,2862427,964,336.777147504548
"451",2020-05-22,"Albania",5,2862427,969,338.523916941812
"452",2020-05-23,"Albania",12,2862427,981,342.716163591246
"453",2020-05-24,"Albania",8,2862427,989,345.510994690869
"454",2020-05-25,"Albania",9,2862427,998,348.655179677945
"455",2020-05-26,"Albania",6,2862427,1004,350.751303002662
"456",2020-05-27,"Albania",25,2862427,1029,359.485150188983
"457",2020-05-28,"Albania",21,2862427,1050,366.821581825493
"458",2020-05-29,"Albania",26,2862427,1076,375.904782899267
"459",2020-05-30,"Albania",23,2862427,1099,383.939922310683
"460",2020-05-31,"Albania",23,2862427,1122,391.975061722098
"461",2020-06-01,"Albania",15,2862427,1137,397.215370033891
"462",2020-06-02,"Albania",6,2862427,1143,399.311493358608
"463",2020-06-03,"Albania",21,2862427,1164,406.647924995118
"464",2020-06-04,"Albania",20,2862427,1184,413.635002744175
"465",2020-06-05,"Albania",13,2862427,1197,418.176603281062
"466",2020-06-06,"Albania",15,2862427,1212,423.416911592855
"467",2020-06-07,"Albania",20,2862427,1232,430.403989341912
"468",2020-06-08,"Albania",14,2862427,1246,435.294943766252
"469",2020-06-09,"Albania",17,2862427,1263,441.23395985295
"470",2020-06-10,"Albania",36,2862427,1299,453.810699801253
"471",2020-06-11,"Albania",42,2862427,1341,468.483563074272
"472",2020-06-12,"Albania",44,2862427,1385,483.855134122198
"473",2020-06-13,"Albania",31,2862427,1416,494.685104633236
"474",2020-06-14,"Albania",48,2862427,1464,511.454091230973
"475",2020-06-15,"Albania",57,2862427,1521,531.367262815785
"476",2020-06-16,"Albania",69,2862427,1590,555.472681050032
"477",2020-06-17,"Albania",82,2862427,1672,584.119699821166
"478",2020-06-18,"Albania",50,2862427,1722,601.587394193808
"479",2020-06-19,"Albania",66,2862427,1788,624.644750765696
"480",2020-06-20,"Albania",50,2862427,1838,642.112445138339
"481",2020-06-21,"Albania",53,2862427,1891,660.62820117334
"482",2020-06-22,"Albania",36,2862427,1927,673.204941121643
"483",2020-06-23,"Albania",68,2862427,1995,696.961005468436
"484",2020-06-24,"Albania",52,2862427,2047,715.127407615985
"485",2020-06-25,"Albania",67,2862427,2114,738.534118075326
"486",2020-06-26,"Albania",78,2862427,2192,765.783721296648
"487",2020-06-27,"Albania",77,2862427,2269,792.683970630517
"488",2020-06-28,"Albania",61,2862427,2330,813.994557765141
"489",2020-06-29,"Albania",72,2862427,2402,839.148037661747
"490",2020-06-30,"Albania",64,2862427,2466,861.506686458729
"491",2020-07-01,"Albania",69,2862427,2535,885.612104692976
"492",2020-07-02,"Albania",45,2862427,2580,901.333029628354
"493",2020-07-03,"Albania",82,2862427,2662,929.980048399488
"494",2020-07-04,"Albania",90,2862427,2752,961.421898270244
"495",2020-07-05,"Albania",67,2862427,2819,984.828608729585
"496",2020-07-06,"Albania",74,2862427,2893,1010.6807964011
"497",2020-07-07,"Albania",71,2862427,2964,1035.48492241025
"498",2020-07-08,"Albania",74,2862427,3038,1061.33711008176
"499",2020-07-09,"Albania",68,2862427,3106,1085.09317442855
"500",2020-07-10,"Albania",82,2862427,3188,1113.74019319969
"501",2019-12-31,"Algeria",0,43053054,0,0
"502",2020-01-01,"Algeria",0,43053054,0,0
"503",2020-01-02,"Algeria",0,43053054,0,0
"504",2020-01-03,"Algeria",0,43053054,0,0
"505",2020-01-04,"Algeria",0,43053054,0,0
"506",2020-01-05,"Algeria",0,43053054,0,0
"507",2020-01-06,"Algeria",0,43053054,0,0
"508",2020-01-07,"Algeria",0,43053054,0,0
