Name,URL,done
11.03_Estimating_the_Regression_Model_with_Autocorrelated_Errors_and_Using_it_to_Make_Predictions,https://collab.its.virginia.edu/portal/site/294dab0f-ccd3-431d-940c-ff9e44bd497c/tool/2f1e7a58-13a8-488f-abed-375b106e4db7/ShowPage?sendingPage=213961&itemId=1592097&path=clear_and_push&title=11.3: Estimating the Regression Model with Autocorrelated Errors and Using it to Make Predictions&newTopLevel=false,0
11.04_Cross_Validation,https://collab.its.virginia.edu/portal/site/294dab0f-ccd3-431d-940c-ff9e44bd497c/tool/2f1e7a58-13a8-488f-abed-375b106e4db7/ShowPage?sendingPage=213962&itemId=1592098&path=clear_and_push&title=11.4: Cross-Validation&newTopLevel=false,0
11.05_Recap_for_Module_11,https://collab.its.virginia.edu/portal/site/294dab0f-ccd3-431d-940c-ff9e44bd497c/tool/2f1e7a58-13a8-488f-abed-375b106e4db7/ShowPage?sendingPage=216607&itemId=1607220&path=clear_and_push&title=11.5: Recap for Module 11&newTopLevel=false,0
11.06_R_Tutorial_for_Module_11,https://collab.its.virginia.edu/portal/site/294dab0f-ccd3-431d-940c-ff9e44bd497c/tool/2f1e7a58-13a8-488f-abed-375b106e4db7/ShowPage?sendingPage=213963&itemId=1592099&path=clear_and_push&title=11.6: R Tutorial for Module 11&newTopLevel=false,0
11.07_Module_11_Live_Session,https://collab.its.virginia.edu/portal/site/294dab0f-ccd3-431d-940c-ff9e44bd497c/tool/2f1e7a58-13a8-488f-abed-375b106e4db7/ShowPage?sendingPage=213973&itemId=1592100&path=clear_and_push&title=11.7: Module 11 Live Session&newTopLevel=false,0
11.08_Optional_Module_11_Assignments_Due,https://collab.its.virginia.edu/portal/site/294dab0f-ccd3-431d-940c-ff9e44bd497c/tool/2f1e7a58-13a8-488f-abed-375b106e4db7/ShowPage?sendingPage=213971&itemId=1592101&path=clear_and_push&title=11.8: Optional - Module 11 Assignments Due &newTopLevel=false,0
12.00_Shrinkage_Methods_87_88,https://collab.its.virginia.edu/portal/site/294dab0f-ccd3-431d-940c-ff9e44bd497c/tool-reset/12d24731-710b-4d7f-ba99-ac2552776c44,0
12.01_Introduction_to_the_Lesson,https://collab.its.virginia.edu/portal/site/294dab0f-ccd3-431d-940c-ff9e44bd497c/tool/12d24731-710b-4d7f-ba99-ac2552776c44/ShowPage?sendingPage=213965&itemId=1592137&path=clear_and_push&title=12.1: Introduction to the Lesson&newTopLevel=false,0
12.02_Ridge_Regression,https://collab.its.virginia.edu/portal/site/294dab0f-ccd3-431d-940c-ff9e44bd497c/tool/12d24731-710b-4d7f-ba99-ac2552776c44/ShowPage?sendingPage=213966&itemId=1592138&path=clear_and_push&title=12.2: Ridge Regression&newTopLevel=false,0
12.03_The_Lasso,https://collab.its.virginia.edu/portal/site/294dab0f-ccd3-431d-940c-ff9e44bd497c/tool/12d24731-710b-4d7f-ba99-ac2552776c44/ShowPage?sendingPage=213967&itemId=1592139&path=clear_and_push&title=12.3: The Lasso&newTopLevel=false,0
12.04_Principal_Component_Analysis,https://collab.its.virginia.edu/portal/site/294dab0f-ccd3-431d-940c-ff9e44bd497c/tool/12d24731-710b-4d7f-ba99-ac2552776c44/ShowPage?sendingPage=213968&itemId=1592140&path=clear_and_push&title=12.4: Principal Component Analysis&newTopLevel=false,0
12.05_R_Tutorial_for_Module_12,https://collab.its.virginia.edu/portal/site/294dab0f-ccd3-431d-940c-ff9e44bd497c/tool/12d24731-710b-4d7f-ba99-ac2552776c44/ShowPage?sendingPage=213975&itemId=1592141&path=clear_and_push&title=12.5: R Tutorial for Module 12&newTopLevel=false,0
12.06_Module_12_Live_Session,https://collab.its.virginia.edu/portal/site/294dab0f-ccd3-431d-940c-ff9e44bd497c/tool/12d24731-710b-4d7f-ba99-ac2552776c44/ShowPage?sendingPage=213969&itemId=1592142&path=clear_and_push&title=12.6: Module 12 Live Session&newTopLevel=false,0
12.07_Optional_Module_12_Assignments_Due,https://collab.its.virginia.edu/portal/site/294dab0f-ccd3-431d-940c-ff9e44bd497c/tool/12d24731-710b-4d7f-ba99-ac2552776c44/ShowPage?sendingPage=213972&itemId=1592143&path=clear_and_push&title=12.7: Optional - Module 12 Assignments Due&newTopLevel=false,0
